# index, name, _pos
433,BELLADONNA,"array([-10.93942162,  20.99953314])"
434,BELLAM,"array([-16.01181308,  32.48516654])"
435,BELLE,"array([-4.10876437, 31.84720681])"
436,BENAZA,"array([-17.46275504,  20.96013246])"
437,BENCHLEY,"array([-20.34209999,  27.51311347])"
438,"BENDIX, DR. ALBERT","array([-10.32969538,  20.0928215 ])"
439,BENEDICT,"array([-8.8357468 , 30.68626316])"
440,"BENEDICT, ANDREW","array([-21.7842103,  27.9270761])"
441,BENGAL/,"array([-12.63330757,  23.65330975])"
442,"BENJAMIN, BYRON","array([-16.31259303,  29.01102426])"
443,"BENNETT, DANNY","array([-12.81159373,  34.85754214])"
444,"BENNETT, MITCH","array([-12.92534666,  34.77149612])"
445,"BENNING, VERONICA","array([-9.17014011, 30.51580846])"
446,"BENNY, JAKE","array([-20.38835927,  19.85556645])"
447,"BENTLEY, MILES","array([-8.85335418, 20.58633605])"
448,"BENTLEY, VICTORIA","array([-8.60274977, 31.47171102])"
449,"BENTON, TERRY","array([-20.78771527,  24.59047042])"
450,"BENWAY, DR.","array([-7.6136814, 25.8749317])"
451,"BERDITCHEV, ITZHAK","array([-8.91515176, 34.01290632])"
452,BEREET,"array([-12.2189116,  31.5175181])"
453,"BERENGHETTI, MICHAEL","array([-11.62870745,  33.38656902])"
454,"BERENGHETTI, SUSAN","array([-9.5737005 , 33.01981095])"
455,"BERGER, PROF.","array([-19.89506728,  27.82848322])"
456,"BERGIER, REBECCA","array([-6.90153465, 32.37530188])"
457,"BERGLUND, GEN.","array([-12.56162473,  22.00279537])"
458,"BERKELEY, TRAVIS","array([-7.29654594, 31.67154265])"
459,"BERMAN, ADAM","array([-20.17325143,  23.26187238])"
460,BERNARD THE POET,"array([-14.4554278,  25.3726302])"
461,"BERNHARD, CLARICE","array([-10.07941092,  21.06477863])"
462,BERNIE,"array([-13.59642705,  24.43154126])"
463,"BERNSTEIN, DR. NOAH","array([-8.64971284, 25.03379132])"
464,"BERNSTEIN, EMMA WEBS","array([-10.71824232,  24.74027065])"
465,BERSERKER,"array([-8.67595288, 28.07568735])"
466,BERSERKER II,"array([-24.06566557, -23.92296452])"
467,BERSERKER III,"array([-18.71103595,  29.0469331 ])"
468,BERTRAM,"array([-12.57989442,  22.68779171])"
469,BERYL,"array([-16.94486539,  24.68971119])"
470,BERYLLIUM,"array([-6.54173862, 27.51325951])"
471,BETA RAY BILL,"array([-14.48976676,  31.16562224])"
472,BETA RAY BILL | MUTA,"array([-23.97227939,  22.08847595])"
473,"BETELHEIM, NORMA","array([-11.94802248,  36.28297057])"
474,BETTY-6,"array([-18.13862638,  34.80891774])"
475,BEVATRON/,"array([-14.92068371,  23.35947628])"
476,"BEYNON, DR. BRADLEY","array([-17.7930037 ,  26.41160707])"
477,BEYONDER,"array([-13.12021997,  27.59301387])"
478,BEYONDER | MUTANT X-,"array([-23.56012063,  23.14862799])"
479,BI-BEAST,"array([-9.21252921, 35.60335819])"
480,BI-BEAST II,"array([-10.41059874,  31.43972927])"
481,BIANDU,"array([-22.31336553,  34.00016278])"
482,BIG BEN/,"array([-9.14093199, 23.73679016])"
483,BIG BERTHA/ASHLEY CR,"array([-11.28508294,  27.72450584])"
484,BIG CASINO/,"array([-19.0802624 ,  26.83062902])"
485,BIG MAN/FREDERICK FO,"array([-10.40285146,  23.89344336])"
486,BIG ONE/KENJIRO SASA,"array([-9.72858651, 32.60863475])"
487,"BIGGERS, MELVIN","array([-7.07300946, 27.7354172 ])"
488,BILE/,"array([-16.71924997,  30.08458716])"
489,"BILLUPS, AGENT","array([-8.51315115, 26.92109547])"
490,BINARY/CAROL DANVERS,"array([-12.49659536,  29.09869933])"
491,BINARY | MUTANT X-VE,"array([-21.03170406,  22.29923123])"
492,BIOHAZARD,"array([-6.77968776, 21.53281543])"
493,BIOHAZARD II/FLETCHE,"array([-16.1191698,  21.9239725])"
494,BIRD MAN/HENRY HAWK,"array([-10.91334879,  25.98404097])"
495,BIRD MAN III/,"array([-7.35170442, 26.44629331])"
496,"BIRD, TUESDAY","array([-20.00478025,  26.06514854])"
497,BIRDBRAIN,"array([-18.23154595,  27.03936753])"
498,BIRDY,"array([-16.73842627,  22.7640512 ])"
499,BISHOP /,"array([-16.68043355,  26.43524119])"
500,BISON/BILLY KITSON,"array([-12.62413611,  26.60265685])"
501,BITMAP/,"array([-8.26108532, 24.53233731])"
502,BIZEN,"array([-15.35490008,  19.68524864])"
503,BLACK AVENGER/JERRY ,"array([-4.43596411, 27.56347978])"
504,BLACK BOLT/BLACKANTO,"array([-13.41148822,  29.65149829])"
505,BLACK BOLT | MUTANT ,"array([-24.2832022 ,  23.57192883])"
506,BLACK BRIGADE,"array([-8.88705474, 31.4882363 ])"
507,BLACK CAT/FELICIA HA,"array([-11.03766847,  24.1796946 ])"
508,BLACK CRANE/,"array([-17.91336841,  27.55345723])"
509,BLACK CROW/JESSE BLA,"array([-8.92251031, 27.84649567])"
510,BLACK DEATH/DR. IVAN,"array([-18.64330236,  28.89682252])"
511,BLACK FOX/ROBERT W. ,"array([-13.21371599,  34.08306947])"
512,BLACK FOX II/,"array([-10.02535355,  24.69370631])"
513,BLACK GOLIATH/DR. WI,"array([-10.53948815,  29.45241612])"
514,BLACK HOLE/MORTON KI,"array([-14.33323858,  35.9442666 ])"
515,BLACK KING/SEBASTIAN,"array([-15.24393042,  26.62980957])"
516,BLACK KING/SEBASTIAN,"array([-23.22712416,  23.60545432])"
517,BLACK KNIGHT/SIR PER,"array([-10.19141663,  32.75174678])"
518,BLACK KNIGHT II/SIR ,"array([-10.84330589,  33.17981455])"
519,BLACK KNIGHT III/EOB,"array([-13.10945934,  31.9930743 ])"
520,BLACK KNIGHT IV/PROF,"array([-10.67648645,  29.67774182])"
521,BLACK KNIGHT V/DANE ,"array([-12.42465078,  29.74395897])"
522,BLACK KNIGHT IV DOPP,"array([-17.23817269,  30.3469858 ])"
523,BLACK KNIGHT V DOPPE,"array([-13.81260222,  26.78223124])"
524,BLACK KNIGHT V STATU,"array([-10.0525597 ,  30.54285157])"
525,BLACK KNIGHT VI/PROF,"array([-2.10728076, 27.13495561])"
526,BLACK LAMA,"array([-8.4697814 , 31.83837052])"
527,BLACK MAMBA/TANYA SE,"array([-10.31122226,  26.98207912])"
528,BLACK MARIAH,"array([-7.01370707, 22.31976577])"
529,BLACK MARVEL/DAN LYO,"array([-5.25904078, 28.04828813])"
530,BLACK MORAY,"array([-9.15287607, 33.45047379])"
531,BLACK MOUNTAIN/KUROY,"array([-12.4873486 ,  18.92677432])"
532,BLACK PANTHER/T'CHAL,"array([-10.00149112,  29.69106031])"
533,BLACK PANTHER | MUTA,"array([-23.75819363,  22.16515772])"
534,BLACK RAAZER/,"array([-15.78214549,  23.47646521])"
535,BLACK RACER/,"array([-10.37849966,  27.39469237])"
536,BLACK RAZER,"array([-20.4608193 ,  24.85658673])"
537,BLACK SPECTRE/CARSON,"array([-4.12126796, 24.43262034])"
538,BLACK TALON/DESMOND ,"array([-1.23361504, 28.04381016])"
539,BLACK TALON II/SAMUE,"array([-13.19251011,  27.53306947])"
540,BLACK TALON III,"array([-12.8838632 ,  38.30513614])"
541,BLACK TARANTULA/LAMU,"array([-12.07473834,  19.68522734])"
542,BLACK TARANTULA II/C,"array([-10.20255522,  21.52410793])"
543,BLACK TOM CASSIDY,"array([-15.1450328 ,  25.58543436])"
544,BLACK WIDOW/NATASHA ,"array([-10.6233368 ,  27.92294696])"
545,BLACK WIDOW II/YELEN,"array([-9.9191463 , 28.60451683])"
546,BLACK WIDOW DOPPELGA,"array([-17.78082639,  29.55556904])"
547,BLACK WIDOW | MUTANT,"array([-21.47856113,  22.36115252])"
548,"BLACK, CAL","array([-20.99675288,  25.97749939])"
549,"BLACK, CYRUS","array([-6.22431664, 30.87729428])"
550,"BLACK, RACHEL","array([-20.53696601,  25.79349448])"
551,BLACKBALL,"array([-16.51941172,  28.95243115])"
552,BLACKBIRD/,"array([-9.88629268, 25.61030331])"
553,BLACKBODY,"array([-11.44075588,  37.05088199])"
554,BLACKHEART,"array([-13.32092683,  26.92756885])"
555,BLACKJACK/,"array([-13.51914406,  35.42726957])"
556,BLACKOUT/MARCUS DANI,"array([-10.88528437,  28.38812465])"
557,BLACKOUT II/,"array([-7.08864105, 25.53020986])"
558,"BLACKSHEAR, JONAS","array([-19.09123955,  27.56699088])"
559,BLACKWELL,"array([-6.8826253 , 18.51071405])"
560,BLACKWING/JOSEPH MAN,"array([-11.025478  ,  25.60962782])"
561,BLACKWING II/,"array([-13.86786906,  21.90355084])"
562,"BLACKWOOD, JENNY","array([-10.43898086,  36.11215166])"
563,BLACKWULF,"array([-6.46434991, 22.53328781])"
564,BLADE,"array([-4.88482626, 27.61942166])"
565,"BLAIR, CALEY","array([-11.90764721,  19.50711935])"
566,"BLAIRE, CARTER","array([-14.43877995,  27.66215852])"
567,"BLAKE, BECKY","array([-8.54922699, 25.20276685])"
568,"BLAKE, DR. DONALD","array([-16.63134142,  33.70276086])"
569,"BLAKE, DR. DONALD (C","array([-15.98520941,  32.60236922])"
570,"BLAKE, EMILY","array([-6.4754846 , 19.92158387])"
571,"BLAKE, KENT","array([-5.9259469 , 15.98037859])"
572,"BLANDING, ANDREW","array([-22.10259011,  26.21798096])"
573,"BLANDING, HALEY","array([-22.28058441,  26.09406417])"
574,"BLANDING, MRS.","array([-22.21453532,  26.39950281])"
575,BLAQUESMITH,"array([-16.97603784,  27.495253  ])"
576,BLARE/,"array([-54.36382969,  -8.30116468])"
577,BLASTAAR,"array([-13.20432493,  28.47271833])"
578,BLASTING CAP/,"array([-4.33619303, 23.72179932])"
579,"BLAZE, CRAIG","array([-4.47597453, 25.2343409 ])"
580,"BLAZE, EMMA","array([-4.46043012, 25.06837042])"
581,"BLAZE, ROXANNE SIMPS","array([-6.99740823, 26.97518023])"
582,BLAZING SKULL/MARK T,"array([-13.08342724,  36.23968239])"
583,"BLESSING, MORGANA","array([-7.80073074, 29.33986774])"
584,BLIND AL/ALTHEA,"array([-14.24039769,  24.46860856])"
585,BLINDSIDE II/BOBBI C,"array([-17.84451422,  21.61491978])"
586,"BLINK/FERGUSON, CLAR","array([-18.01815661,  22.70003392])"
587,BLISS,"array([-20.03965264,  26.47535526])"
588,"BLISS, BONNIE","array([-5.6066514 , 20.53596502])"
589,"BLISS, MISS","array([-7.26614845, 34.77196551])"
590,BLITZIANA,"array([-15.47237768,  32.35731232])"
591,BLITZKRIEG/,"array([-10.55370695,  27.66180649])"
592,BLIZZARD/PROF. GREGO,"array([-9.32175306, 28.25936949])"
593,BLIZZARD II/DONALD G,"array([-9.83079436, 28.60117134])"
594,BLOB/FRED J. DUKES,"array([-14.21712701,  26.72383383])"
595,BLOCKADE/DEXTER PARI,"array([-17.3781425 ,  26.67312338])"
596,BLOCKBUSTER/,"array([-5.80760574, 29.96825689])"
597,BLOCKBUSTER II,"array([-4.760624  , 28.56063139])"
598,BLOCKBUSTER III/MICH,"array([-16.40813338,  27.63820082])"
599,BLOK,"array([-18.92421466,  24.06895862])"
600,BLOKE/MICKEY TORK,"array([-20.48281995,  22.93843696])"
601,BLOOD BROTHERS,"array([-12.43816934,  29.95099113])"
602,BLOOD SPIDER/,"array([-12.17051005,  20.89735949])"
603,BLOOD WRAITH/SEAN DO,"array([-11.375176  ,  32.20707714])"
604,BLOOD-TIDE,"array([-1.95691575, 24.7969294 ])"
605,BLOODAXE/JACKIE LUKU,"array([-14.13588334,  30.66699499])"
606,BLOODHOUND/,"array([-3.79434254, 26.02147025])"
607,BLOODLUST,"array([-12.06332101,  25.14918181])"
608,BLOODSHED/WYNDELL DI,"array([-11.97321173,  18.08598893])"
609,BLOODSCREAM,"array([-14.688981  ,  24.24906186])"
610,BLOODSTONE/ULYSSES B,"array([-8.22856349, 30.34985869])"
611,BLOODSTORM | MUTANT ,"array([-21.06427886,  23.79559921])"
612,BLOODSTRIKE/ERIC CON,"array([-13.26990366,  25.31335648])"
613,"BLOODVESSEL, BUSTA","array([-17.68139186,  20.1918414 ])"
614,BLOODWING [SHI'AR],"array([-13.47841805,  35.89843893])"
615,BLOODWRAITH/SEAN DOL,"array([-12.82628161,  31.57196879])"
616,BLOODY BESS,"array([-19.06631443,  25.81312766])"
617,BLOODY MARY,"array([-13.58021423,  21.09761121])"
618,"BLOTT, BRIGADIER INK","array([-18.93848899,  29.67552792])"
619,BLOWTORCH/,"array([-7.71207873, 18.93634934])"
620,BLUDGEON/,"array([-15.5585261 ,  22.29391791])"
621,BLUDGEON/,"array([-21.26895763,  26.60013926])"
622,BLUE BULLET/PROF. JO,"array([-7.72778388, 33.04069375])"
623,BLUE DIAMOND/PROFESS,"array([-9.26852592, 33.03381552])"
624,BLUE SHIELD/JOSEPH J,"array([-14.46515307,  29.93642268])"
625,BLUE STREAK/,"array([-10.58970038,  28.51876676])"
626,BLUNT,"array([-16.19182659,  24.74541961])"
627,BLUR,"array([-11.89950809,  35.93087497])"
628,BLURRY,"array([-18.30591184,  22.89913375])"
629,BOAK,"array([-16.12494907,  24.88055976])"
630,BOBCAT/,"array([-7.25780597, 27.47380499])"
631,BODYBAG,"array([-16.36292759,  28.68036727])"
632,"BOERKE, MAYOR","array([-17.344289  ,  29.42373462])"
633,BOGATYR/MIKULA GOLUB,"array([-9.65128489, 31.91282502])"
634,"BOGGS, MORDECAI P.","array([-12.03113433,  32.60478932])"
635,BOLERO/,"array([-19.08314358,  31.67483782])"
636,BOLT/LAWRENCE EVANS,"array([-11.10670688,  19.70826409])"
637,BOLT II/CHRIS BRADLE,"array([-14.61534423,  24.34394991])"
638,"BOLT, COUNCILMAN AND","array([-8.62860181, 29.48460003])"
639,BOMBADIER/,"array([-11.68291445,  16.97828589])"
640,BOMBLAST/,"array([-7.41006677, 30.29640851])"
641,BOMBSHELL/,"array([-10.08555796,  26.86697909])"
642,BOND,"array([-19.74030924,  23.21361699])"
643,BONEBREAKER/,"array([-15.22401153,  24.60880851])"
644,BONES/ELIZABETH BLIS,"array([-7.45168674, 22.53958677])"
645,BONITA,"array([-20.1840025 ,  27.38895448])"
646,BOOBYTRAP/,"array([-7.02413518, 28.99539677])"
647,BOOKWORM/NELSON GRUB,"array([-15.10420985,  18.70363362])"
648,BOOMER/TABITHA SMITH,"array([-16.40648355,  26.56146522])"
649,BOOMERANG/FRED MYERS,"array([-10.29005159,  27.276064  ])"
650,BOOMSLANG/,"array([-10.25190235,  27.0369363 ])"
651,BOONE,"array([-10.01853735,  21.19600305])"
652,BORA,"array([-12.49585382,  25.29077484])"
653,BORAKU,"array([-20.85295418,  27.3377592 ])"
654,BORROB,"array([-11.42076117,  38.43134448])"
655,"BORROUGHS, CHARLES C","array([-7.6080026 , 23.72135076])"
656,"BOSCO, ELAINE","array([-10.75304467,  34.97747859])"
657,BOSHLOVOR,"array([-7.61005671, 33.30494736])"
658,"BOUDREAUX, BELLA DON","array([-15.76704354,  24.62092902])"
659,"BOUDREAUX, BELLA DON","array([-22.591728  ,  23.63473081])"
660,"BOUDREAUX, MARIUS","array([-18.83520937,  21.27934926])"
661,BOULDER/,"array([-15.58882367,  33.89838444])"
662,BOUNCER,"array([-20.16070984,  26.5696645 ])"
663,BOUNTY,"array([-13.9138615 ,  26.83887245])"
664,BOUNTY II,"array([-14.01804502,  27.70385403])"
665,BOVA,"array([-12.71884568,  29.00547435])"
666,"BOWDEN, DENNIS","array([-17.82325191,  32.66220437])"
667,"BOWEN, FATHER MICHAE","array([-13.50213698,  24.4757013 ])"
668,"BOWMAN, MAJ.","array([-11.81166716,  26.46687913])"
669,BOX/ROGER BOCHS,"array([-15.55939466,  29.33350153])"
670,BOX II/JERRY JAXXON,"array([-18.33241754,  31.10695673])"
671,BOX IV/MADISON JEFFR,"array([-15.53990547,  29.23721163])"
672,"BOYD, TWO-FISTED TOM","array([-17.44677111,  32.90521559])"
673,"BRADDOCK, ELIZABETH","array([-21.96520092,  30.49576428])"
674,"BRADDOCK, JAMES","array([-19.16923479,  30.11417975])"
675,"BRADDOCK, JAMES JR. ","array([-16.85894498,  28.59336442])"
676,"BRADDOCK, JOHN","array([-16.97811717,  22.52872051])"
677,"BRADLEY, CARRIE","array([-10.8569984 ,  19.81977028])"
678,"BRADLEY, HANK","array([-13.29178779,  34.88874792])"
679,"BRADLEY, JESSICA","array([-4.67073606, 23.27628295])"
680,BRAHAMS,"array([-18.54596956,  21.89508847])"
681,BRAHMANES,"array([-15.2567713 ,  36.13059556])"
682,BRAIN CELL/,"array([-19.49968456,  25.13519025])"
683,BRAIN DRAIN/WERNER S,"array([-14.77993992,  30.82149079])"
684,BRAINCHILD,"array([-14.23793663,  25.73804973])"
685,BRAINSTORM/,"array([-12.01518785,  20.44406704])"
686,BRAINY,"array([-18.21800736,  22.63265801])"
687,"BRAITHWAITE, JUDGE R","array([-6.84242785, 22.54123026])"
688,BRAMER,"array([-10.11539823,  20.73627152])"
689,"BRANDEIS, CAMMY","array([-8.50393423, 32.63638776])"
690,"BRANDEIS, LIZ PARRIS","array([-10.19174193,  35.62058312])"
691,"BRANDEIS, PROF. HENR","array([-9.95478542, 35.61739808])"
692,"BRANDT, ELLEN","array([-8.88954473, 32.38048079])"
693,BRANNEX,"array([-11.19108308,  35.34322539])"
694,"BRANNEX, ALLESSANDRO","array([-6.47695467, 25.99550483])"
695,BRANSON,"array([-6.20954034, 27.56037642])"
696,BRASS/SEAN WATANABE,"array([-12.42777522,  23.18445452])"
697,BRASS BISHOP/,"array([-18.17345161,  30.37650855])"
698,BRAWLER,"array([-16.08677007,  35.24013746])"
699,"BRAWN, HUNTER","array([-18.79012214,  23.01428847])"
700,"BRAWN, TRISTAN","array([-17.6551308 ,  23.53850526])"
701,BREAKER/RAAK,"array([-19.13727682,  33.44410139])"
702,BREEGAN,"array([-5.68664096, 30.40082337])"
703,BRES,"array([-9.5200338 , 30.72798192])"
704,"BREWER, AMY","array([-18.21926971,  29.03985312])"
705,"BREWER, DR. MELINDA","array([-7.14730663, 21.64028677])"
706,"BRICKFORD, CLAY","array([-13.07403423,  32.34660663])"
707,"BRICKMAN, GLORIA","array([-16.49719158,  24.21983318])"
708,"BRICKMAN, SEN. MILES","array([-16.42062689,  27.23469627])"
709,"BRIDGE, GEORGE WASHI","array([-14.4829892,  27.4926926])"
710,"BRIGGS, AGENT","array([-19.87527068,  25.17105881])"
711,"BRIGGS, AGENT STEPHA","array([-12.65929657,  21.78114846])"
712,BRIGHTSWORD/CARTER D,"array([-16.98953023,  31.9038196 ])"
713,BRIGHTWIND,"array([-16.2334352 ,  27.57008701])"
714,"BRINKE, NIOMI","array([-8.16586073, 22.35363016])"
715,BRIQUETTE/,"array([-17.22257582,  23.51625782])"
716,BROADSIDE,"array([-19.20806617,  26.98415022])"
717,"BROGIN, BULL","array([-16.32754918,  31.3586057 ])"
718,BROKEN MAN,"array([-28.60111178,  23.65509793])"
719,BROKER,"array([-8.14049353, 32.8772346 ])"
720,BROMINE,"array([-4.22278081, 29.19935742])"
721,"BROMWELL, DR.","array([-11.31838531,  22.9506495 ])"
722,BRONA,"array([-13.93103264,  32.85269006])"
723,"BROOKS, ANNA","array([-13.97710515,  22.99328696])"
724,BROOP,"array([-14.46960282,  34.88094649])"
725,BROTHER CAESAR,"array([-18.44613214,  30.62903459])"
726,BROTHER ROYAL,"array([-16.05899377,  30.22324693])"
727,BROTHER STEPHEN,"array([-0.63298878, 25.82908246])"
728,BROTHER TODE,"array([-14.56410639,  34.02717891])"
729,BROTHER VIRGIL,"array([-18.34375037,  29.82756359])"
730,BROTHER VOODOO/DANIE,"array([-6.30609284, 27.94622906])"
731,BROTHER VOODOO | MUT,"array([-23.58456683,  21.51068088])"
732,BROTHER WONDERFUL/DR,"array([-6.96555847, 26.86507659])"
733,BROTHERS GRIMM,"array([-6.58886548, 26.08426891])"
734,BROTHERS GRIMM II/BA,"array([-9.05288541, 27.83110991])"
735,"BROWN, ABE","array([-8.38596632, 23.48692755])"
736,"BROWN, FRANK","array([-12.13101688,  21.90933577])"
737,"BROWN, LAURA","array([-9.03772964, 27.31077799])"
738,"BROWN, MINDY MCPHERS","array([-9.49275217, 24.01316862])"
739,BROWSER,"array([-19.50615918,  24.60633048])"
740,"BRUKNER, DR. FRANK","array([-3.99437286, 26.12257749])"
741,"BRUKNER, ILANEY","array([-15.27391188,  24.04654692])"
742,BRUNNHILDE/MCM-XLI (,"array([-9.58547574, 34.56565159])"
743,BRUNO,"array([-10.08444338,  36.85329864])"
744,BRUTACUS,"array([-10.2182911 ,  32.23822203])"
745,BRUTE/REED RICHARDS ,"array([-13.49935275,  30.64697426])"
746,BRUTE II/,"array([-19.2641966 ,  25.43826564])"
747,BRUTE | MUTANT X-VER,"array([-20.94976144,  23.87875963])"
748,BRUTO THE STRONGMAN/,"array([-11.89126205,  27.5652993 ])"
749,BRUTUS,"array([-13.08010039,  28.75937314])"
750,BRUTUS II,"array([-7.62139792, 29.83740986])"
751,BRUTUS KLOR,"array([-16.84039432,  33.0297224 ])"
752,"BRYCE, ARCHER","array([-10.28013571,  20.35897288])"
753,"BUCHANAN, SAM","array([-6.4796597, 27.9652217])"
754,"BUCHETTO, SALVATORE ","array([-5.45667702, 24.41882899])"
755,"BUCHOVITZ, STANLEY &","array([-15.95395741,  29.71025794])"
756,"BUCKNER, GRANT","array([-10.75693232,  20.36343393])"
757,"BUCKMAN, EDWARD","array([-17.06852003,  22.65018357])"
758,BUCKY/BUCKY BARNES,"array([-8.89927642, 30.64269502])"
759,BUCKY II/FRED DAVIS,"array([-8.96846521, 28.70793866])"
760,BUCKY VI/,"array([-11.00029146,  25.20490006])"
761,BUCKY VII/RIKKI BARN,"array([-8.61918012, 29.2671658 ])"
762,BUEL,"array([-7.33800763, 23.9202942 ])"
763,BUG,"array([-16.26337345,  30.90183663])"
764,"BUKOWSKI, BUCK","array([-10.98588876,  30.27696307])"
765,BULL,"array([-12.38263887,  23.06832742])"
766,BULLDOZER/HENRY CAMP,"array([-12.40569562,  28.51398105])"
767,BULLET,"array([-9.31239983, 24.22038399])"
768,BULLET BIKER,"array([-7.2167006 , 28.02409306])"
769,BULLSEYE,"array([-4.49922532, 27.0988493 ])"
770,BULLSEYE II/BENJAMIN,"array([-10.19594159,  24.18014611])"
771,BULLSEYE | MUTANT X-,"array([-22.48760846,  22.54463538])"
772,BULWARK/,"array([-19.43726927,  22.8415978 ])"
773,BUMPKIN,"array([-18.1087851 ,  28.92538315])"
774,"BUMPO, MR.","array([-6.32781054, 18.5011461 ])"
775,"BUNYAN, PAUL","array([-7.43815825, 32.79294006])"
776,"BURGOS, CARL","array([-14.33271122,  33.44286487])"
777,BURKE,"array([-19.00679651,  24.30726368])"
778,"BURKE, GWYNETH","array([-8.53557656, 35.2844931 ])"
779,"BURKE, JACK","array([-8.67292397, 35.3520358 ])"
780,"BURKE, JOB","array([-8.38095984, 35.23126535])"
781,"BURKE, RICKY","array([-20.64707675,  24.69742684])"
782,"BURKE, THERESA TRACY","array([-12.7086415 ,  30.24104977])"
783,"BURLEY, MIKE","array([-13.04263636,  24.90018575])"
784,"BURLINGAME, CALVIN","array([-7.35194252, 30.17690981])"
785,BURNING PUDDLE,"array([-18.48106188,  22.13989179])"
786,"BURR, CLAYTON","array([-7.01338745, 23.69018976])"
787,"BURRTHROP, T. BARTON","array([-8.16440549, 28.29943871])"
788,BURST/,"array([-17.96745636,  30.59050212])"
789,"BUSH, GEORGE","array([-10.99958726,  28.4454281 ])"
790,"BUSHKIN, BARNEY","array([-10.28859204,  24.12228312])"
